domain,city,state,type,org,status,bid_url,platform,checked_date
gravettear.gov,Gravette,AR,City,City of Gravette,not_found,,,2026-08-11
cityofvanburenar.gov,Van Buren,AR,City,City of Van Buren,found,https://cityofvanburenar.gov/Bids.aspx,civicplus,2026-08-11
ozarkar.gov,Ozark,AR,City,City of Ozark,not_found,,,2026-08-11
greenbrierar.gov,Greenbrier,AR,City,City of Greenbrier,not_found,,,2026-08-11
jacksonvilleal.gov,Jacksonville,AL,City,City of Jacksonville Alabama,not_found,,,2026-08-11
gentryar.gov,Gentry,AR,City,City of Gentry,not_found,,,2026-08-11
centertonwater.gov,Centerton,AR,City,Centerton Utilities,not_found,,,2026-08-11
cityofmontrosear.gov,Montrose,AR,City,City of Montrose,not_found,,,2026-08-11
lakevillagear.gov,North Little Rock,AR,City,Network Services Group Data & Voice,not_found,,,2026-08-11
westmemphisar.gov,West Memephis,AR,City,City of West Memphis,found,https://westmemphisar.gov/Bids.aspx,civicplus,2026-08-11
bisbeeaz.gov,Bisbee,AZ,City,City of Bisbee,found,https://bisbeeaz.gov/Bids.aspx,civicplus,2026-08-11
cityofmonette.gov,Monette,AR,City,City of Monette,found,https://cityofmonette.gov/public-notices,custom,2026-08-11
flomatonal.gov,Flomaton,AL,City,Town of Flomaton,not_found,,,2026-08-11
fortsmithar.gov,Fort Smith,AR,City,City of Fort Smith,not_found,,,2026-08-11
redfieldar.gov,Redfield,AR,City,City of Redfield,not_found,,,2026-08-11
paragouldmuni.gov,Paragould,AR,City,Paragould Municipal Utilities,not_found,,,2026-08-11
mulberryfirear.gov,Mulberry,AR,City,City of Mulberry,not_found,,,2026-08-11
demopolisal.gov,Demopolis,AL,City,City of Demopolis,not_found,,,2026-08-11
townofpyatt.gov,Pyatt,AR,City,Town of Pyatt,not_found,,,2026-08-11
cedarvillear.gov,Cedarville,AR,City,City of Cedarville,not_found,,,2026-08-11
casagrandeaz.gov,Casa Grande,AZ,City,City of Casa Grande,found,https://casagrandeaz.gov/Bids.aspx,civicplus,2026-08-11
goshenar.gov,Goshen,AR,City,City of Goshen,not_found,,,2026-08-11
sheridanarpd.gov,Sheridan,AR,City,City of Sheridan,not_found,,,2026-08-11
cityofkeiserar.gov,Keiser,AR,City,City of Keiser,not_found,,,2026-08-11
harrisonar.gov,Harrison,AR,City,"City of Harrison, Arkansas",not_found,,,2026-08-11
mulberryar.gov,Mulberry,AR,City,City of Mulberry,not_found,,,2026-08-11
perryvillear.gov,Perryville,AR,City,City of Perryville,not_found,,,2026-08-11
huntsvillearkansas.gov,Huntsville,AR,City,City of Huntsville,not_found,,,2026-08-11
cavecreekaz.gov,Cave Creek,AZ,City,Town of Cave Creek,found,https://cavecreekaz.gov/Bids.aspx,civicplus,2026-08-11
cottonwoodaz.gov,Cottonwood,AZ,City,City of Cottonwood,found,https://cottonwoodaz.gov/Bids.aspx,civicplus,2026-08-11
chesterar.gov,Chester,AR,City,Town of Chester,not_found,,,2026-08-11
eloyaz.gov,Eloy,AZ,City,City of Eloy,found,https://eloyaz.gov/Bids.aspx,civicplus,2026-08-11
cityoffarmington-ar.gov,Farmington,AR,City,city of farmington,found,https://cityoffarmington-ar.gov/bidproposal-postings,agency,2026-08-11
pinebluffarpd.gov,Pine Bluff,AR,City,Pine Bluff Police Department,not_found,,,2026-08-11
chinovalleyaz.gov,Chino Valley,AZ,City,Town of Chino Valley,found,https://chinovalleyaz.gov/Bids.aspx,civicplus,2026-08-11
douglasaz.gov,Douglas,AZ,City,City of Douglas,found,https://douglasaz.gov/Bids.aspx,civicplus,2026-08-11
townofrosebud.gov,ROSE BUD,AR,City,CITY OF ROSE BUD,not_found,,,2026-08-11
plumerville.gov,"Plumerville, AR",AR,City,Plumerville City Hall,not_found,,,2026-08-11
littlerock.gov,Little Rock,AR,City,City,found,https://littlerock.bonfirehub.com/login/registration,bonfire,2026-08-11
cityofpleasantplains.gov,Pleasant Plains,AR,City,City of Pleasant Plains,not_found,,,2026-08-11
cityofquitmanar.gov,Quitman,AR,City,City of Quitman,not_found,,,2026-08-11
cityofmelbournear.gov,Melbourne,AR,City,City of Melbourne,not_found,,,2026-08-11
paragouldcityar.gov,Paragould,AR,City,City of Paragould,not_found,,,2026-08-11
cityoftrumannar.gov,Trumann,AR,City,City of Trumann,not_found,,,2026-08-11
trumannfd.gov,Trumann,AR,City,Trumann Fire Department,not_found,,,2026-08-11
kiblerarkansas.gov,Van Buren,AR,City,City of Kibler,not_found,,,2026-08-11
trumannpd.gov,Trumann,AR,City,Trumann Police Department,not_found,,,2026-08-11
bensonaz.gov,Benson,AZ,City,City of Benson,found,https://bensonaz.gov/Bids.aspx,civicplus,2026-08-11
dhaz.gov,Humboldt,AZ,City,Town of Dewey-Humboldt,found,https://dhaz.gov/Bids.aspx,civicplus,2026-08-11
rogerswaterar.gov,Rogers,AR,City,Rogers Water Utilities,found,https://rogerswaterar.gov/bids,agency,2026-08-11
cityofdiamondheadar.gov,Hot Springs,AR,City,City of Diamondhead,not_found,,,2026-08-11
pottsvillear.gov,Pottsville,AR,City,City of Pottsville,not_found,,,2026-08-11
tontitownar.gov,Tontitown,AR,City,The City of Tontitown,not_found,,,2026-08-11
pinetoplakesideaz.gov,Lakeside,AZ,City,Town of Pinetop-Lakeside,found,https://pinetoplakesideaz.gov/Bids.aspx,civicplus,2026-08-11
wheatleyar.gov,Wheatley,AR,City,"City of Wheatley, AR",not_found,,,2026-08-11
litchfieldpark.gov,Litchfield Park,AZ,City,The City of Litchfield Park,found,https://litchfieldpark.gov/Bids.aspx,civicplus,2026-08-11
rectorarkansas.gov,Rector,AR,City,City of Rector,not_found,,,2026-08-11
poyenar.gov,POYEN,AR,City,TOWN OF POYEN,not_found,,,2026-08-11
wardarkansas.gov,WARD,AR,City,"City of Ward, AR",not_found,,,2026-08-11
magnolia-ar.gov,Magnolia,AR,City,City of Magnolia,not_found,,,2026-08-11
paradisevalleyaz.gov,Paradise Valley,AZ,City,Town of Paradise Valley,found,https://paradisevalleyaz.gov/Bids.aspx,civicplus,2026-08-11
cityofgassville.gov,Gassville,AR,City,City of Gassville,not_found,,,2026-08-11
lhcaz.gov,Lake Havasu City,AZ,City,Lake Havasu City,found,https://lhcaz.gov/Bids.aspx,civicplus,2026-08-11
garfieldar.gov,Garfield,AR,City,City of Garfield,not_found,,,2026-08-11
bullheadcityaz.gov,Bullhead City,AZ,City,City of Bullhead City,found,https://bullheadcityaz.gov/bids,agency,2026-08-11
stampsar.gov,Stamps,AR,City,City of Stamps,not_found,,,2026-08-11
cliftonaz.gov,Clifton,AZ,City,Town of Clifton,not_found,,,2026-08-11
cityofsmackoverar.gov,Smackover,AR,City,City of Smackover,not_found,,,2026-08-11
townofhaydenaz.gov,Hayden,AZ,City,Town of Hayden,found,https://townofhaydenaz.gov/bids,agency,2026-08-11
cityofpearidgear.gov,Pea Ridge,AR,City,City of Pea Ridge,not_found,,,2026-08-11
texarkanaar.gov,Texarkana,AR,City,City of Texarkana,not_found,,,2026-08-11
nogalesaz.gov,Nogales,AZ,City,City of Nogales,found,https://nogalesaz.gov/Bids.aspx,civicplus,2026-08-11
wiederkehrvillagear.gov,Wiederkehr Village,AR,City,City of Wiederkehr Village,not_found,,,2026-08-11
cityofvilonia.gov,Vilonia,AR,City,City of Vilonia,not_found,,,2026-08-11
elmirageaz.gov,El Mirage,AZ,City,City of El Mirage,found,https://elmirageaz.gov/bids-and-rfps,agency,2026-08-11
cityofmena.gov,Mena,AR,City,City of Mena,not_found,,,2026-08-11
cgaz.gov,Casa Grande,AZ,City,City of Casa Grande,not_found,,,2026-08-11
wickes.gov,Wickes,AR,City,Town of Wickes,not_found,,,2026-08-11
sahuaritaaz.gov,Sahuarita,AZ,City,Town of Sahuarita,found,https://sahuaritaaz.gov/Bids.aspx,civicplus,2026-08-11
cityofhazenar.gov,Hazen,AR,City,City of Hazen,not_found,,,2026-08-11
patagonia-az.gov,Patagonia,AZ,City,Town of Patagonia,found,https://patagonia-az.gov/bids,agency,2026-08-11
cityoftyronzaar.gov,Tyronza,AR,City,City of Tyronza AR,not_found,,,2026-08-11
tarrant.gov,Tarrant,AL,City,City of Tarrant,not_found,,,2026-08-11
holidayislandapcommission.gov,Holiday Island,AR,City,Holiday Island Advertising & Promotion Tax Commission,not_found,,,2026-08-11
parkinar.gov,Parkin,AR,City,City of Parkin,not_found,,,2026-08-11
florenceaz.gov,Florence,AZ,City,Town of Florence,not_found,,,2026-08-11
norazpublicservice.gov,Flagstaff,AZ,City,City of Flagstaff,not_found,,,2026-08-11
cityofmtnviewarkansas.gov,Mountain View,AR,City,City of Mountain View,not_found,,,2026-08-11
cityofhamptonar.gov,Hampton,AR,City,City of Hampton,not_found,,,2026-08-11
apachejunctionaz.gov,Apache Junction,AZ,City,City of Apache Junction,not_found,,,2026-08-11
mountainhomear.gov,Mountain Home,AR,City,City of Mountain Home,found,https://mountainhomear.gov/procurement-and-bids,agency,2026-08-11
globeaz.gov,Globe,AZ,City,City of Globe,not_found,,,2026-08-11
wickenburgaz.gov,Wickenburg,AZ,City,Town of Wickenburg,found,https://wickenburgaz.gov/Bids.aspx,civicplus,2026-08-11
nashar.gov,Nashville,AR,City,City of Nashville,not_found,,,2026-08-11
kensettar.gov,Kensett,AR,City,City of Kensett,not_found,,,2026-08-11
cityofpocahontasar.gov,Pocahontas,AR,City,City of Pocahontas,not_found,,,2026-08-11
cityofphoenix.gov,Phoenix,AZ,City,City of Phoenix,not_found,,,2026-08-11
myphx311.gov,Phoenix,AZ,City,City of Phoenix,not_found,,,2026-08-11
ovaz.gov,Oro Valley,AZ,City,Town of Oro Valley,not_found,,,2026-08-11
cityofprescottark.gov,Prescott,AR,City,City Of Prescott,not_found,,,2026-08-11
sanluisaz.gov,San Luis,AZ,City,City of San Luis,found,https://sanluisaz.gov/bids,agency,2026-08-11
cityofsheridanar.gov,Sheridan,AR,City,City of Sheridan,not_found,,,2026-08-11
chandlerazpd.gov,Chandler,AZ,City,City of Chandler Police Department,not_found,,,2026-08-11
phoenixmunicipalcourt.gov,Phoenix,AZ,City,Phoenix Municipal Court - City of Phoenix,not_found,,,2026-08-11
avondaleaz.gov,Avondale,AZ,City,City of Avondale,found,https://avondaleaz.gov/government/departments/finance-budget/procurement/,agency,2026-08-11
huachucacityaz.gov,Huachuca City,AZ,City,Town of Huachuca City,found,https://huachucacityaz.gov/rfp,agency,2026-08-11
alhambraca.gov,Alhambra,CA,City,City of Alhambra,found,https://alhambraca.gov/Bids.aspx,civicplus,2026-08-11
saffordaz.gov,Safford,AZ,City,City of Safford,not_found,,,2026-08-11
mammothaz.gov,Mammoth,AZ,City,Town of Mammoth,not_found,,,2026-08-11
miamiaz.gov,Miami,AZ,City,Town of Miami,found,https://miamiaz.gov/bids-and-rfps,agency,2026-08-11
prescott-az.gov,Prescott,AZ,City,City of Prescott,not_found,,,2026-08-11
prescottwaterandlightark.gov,Prescott,AR,City,Prescott Water and Light Office,not_found,,,2026-08-11
chandleraz.gov,Chandler,AZ,City,City of Chandler,found,https://chandleraz.gov/purchasing,agency,2026-08-11
somertonaz.gov,Somerton,AZ,City,City of Somerton,not_found,,,2026-08-11
cityofavalon.gov,Avalon,CA,City,City of Avalon,found,https://cityofavalon.gov/Bids.aspx,civicplus,2026-08-11
springdalear.gov,Springdale,AR,City,City of Springdale,not_found,,,2026-08-11
cavecityarkansas.gov,Cave City,AR,City,City of Cave City,not_found,,,2026-08-11
southtucsonaz.gov,South Tucson,AZ,City,City of South Tucson,not_found,,,2026-08-11
cityofavenal.gov,Avenal,CA,City,City of Avenal,found,https://cityofavenal.gov/Bids.aspx,civicplus,2026-08-11
sherwoodar.gov,Sherwood,AR,City,City of Sherwood,not_found,,,2026-08-11
athertonca.gov,Atherton,CA,City,Town of Atherton,found,https://athertonca.gov/Bids.aspx,civicplus,2026-08-11
portlandar.gov,PORTLAND,AR,City,City of Portland,not_found,,,2026-08-11
superioraz.gov,Superior,AZ,City,Town of Superior,not_found,,,2026-08-11
holbrookaz.gov,Holbrook,AZ,City,"Holbrook, City of",found,https://holbrookaz.gov/business/bid-vendor-information/,agency,2026-08-11
cityofwynne.gov,Wynne,AR,City,City of Wynne,not_found,,,2026-08-11
antiochca.gov,Antioch,CA,City,City of Antioch,found,https://antiochca.gov/Bids.aspx,civicplus,2026-08-11
mountainburg.gov,Mountainburg,AR,City,City of Mountainburg,not_found,,,2026-08-11
fountainhillsaz.gov,Fountain Hills,AZ,City,Town of Fountain Hills,not_found,,,2026-08-11
westforkar.gov,West Fork,AR,City,City of West Fork,not_found,,,2026-08-11
yellvillear.gov,Yellville,AR,City,City of Yellville,not_found,,,2026-08-11
banningca.gov,Banning,CA,City,City of Banning,found,https://banningca.gov/Bids.aspx,civicplus,2026-08-11
welltonaz.gov,Wellton,AZ,City,Town of Wellton,not_found,,,2026-08-11
antiochcaboard.gov,Antioch,CA,City,City of Antioch,not_found,,,2026-08-11
beaumontca.gov,Beaumont,CA,City,City of Beaumont,found,https://beaumontca.gov/Bids.aspx,civicplus,2026-08-11
cityofpinebluff-ar.gov,Pine Bluff,AR,City,City of Pine Bluff,found,https://cityofpinebluff-ar.gov/upages.php?id=220,custom,2026-08-11
eagaraz.gov,Eagar,AZ,City,Town of Eagar,not_found,,,2026-08-11
grfdaz.gov,Tucson,AZ,City,Golder Ranch Fire District,not_found,,,2026-08-11
murfreesboroar.gov,Murfreesboro,AR,City,City of Murfreesboro AR,not_found,,,2026-08-11
beverlyhills.gov,Beverly Hills,CA,City,City of Beverly Hills,found,https://beverlyhills.gov/Bids.aspx,civicplus,2026-08-11
surpriseaz.gov,Surprise,AZ,City,City of Surprise,found,https://surpriseaz.gov/bids-and-rfps,agency,2026-08-11
goodyearaz.gov,Goodyear,AZ,City,City of Goodyear,not_found,,,2026-08-11
scottsdaleaz.gov,Scottsdale,AZ,City,City of Scottsdale,found,https://scottsdaleaz.gov/purchasing,agency,2026-08-11
buckeyeaz.gov,Buckeye,AZ,City,City of Buckeye,not_found,,,2026-08-11
russell-ar.gov,Russell,AR,City,Town of Russell,not_found,,,2026-08-11
cityofsearcy.gov,Searcy,AR,City,City of Searcy,not_found,,,2026-08-11
anaheim.gov,Anaheim,CA,City,City of Anaheim,not_found,,,2026-08-11
cityofbrea.gov,Brea,CA,City,City of Brea,found,https://cityofbrea.gov/Bids.aspx,civicplus,2026-08-11
tusayan-az.gov,Tusayan,AZ,City,Town of Tusayan,not_found,,,2026-08-11
antiochcacommission.gov,Antioch,CA,City,City of Antioch,not_found,,,2026-08-11
centertonfire.gov,Centerton,AR,City,Centerton Fire Department,not_found,,,2026-08-11
calimesa.gov,Calimesa,CA,City,City of Calimesa,found,https://calimesa.gov/Bids.aspx,civicplus,2026-08-11
angelscamp.gov,Angels Camp,CA,City,City of Angels,not_found,,,2026-08-11
artesiaca.gov,Artesia,CA,City,City of Artesia,not_found,,,2026-08-11
mesaaz.gov,Mesa,AZ,City,City Of Mesa,found,https://mesaaz.gov/purchasing,agency,2026-08-11
antiochcacommittee.gov,Antioch,CA,City,City of Antioch,not_found,,,2026-08-11
agourahillscity.gov,Agoura Hills,CA,City,City of Agoura Hills,not_found,,,2026-08-11
cityofkingman.gov,Kingman,AZ,City,City of Kingman,not_found,,,2026-08-11
campbellca.gov,Campbell,CA,City,City of Campbell,found,https://campbellca.gov/Bids.aspx,civicplus,2026-08-11
gilbertaz.gov,Gilbert,AZ,City,Town of Gilbert,not_found,,,2026-08-11
adelantoca.gov,Adelanto,CA,City,City of Adelanto,found,https://adelantoca.gov/services/community_development_services/bid_opportunities.php,agency,2026-08-11
bakersfield.gov,Bakersfield,CA,City,City of Bakersfield,not_found,,,2026-08-11
cityoftombstoneaz.gov,Tombstone,AZ,City,City of Tombstone,found,https://cityoftombstoneaz.gov/rfp,agency,2026-08-11
brisbaneca.gov,Brisbane,CA,City,City of Brisbane,found,https://brisbaneca.gov/Bids.aspx,civicplus,2026-08-11
cityofomahaarkansas.gov,Omaha,AR,City,City of Omaha,not_found,,,2026-08-11
peoriaaz.gov,Peoria,AZ,City,"City of Peoria, Arizona",not_found,,,2026-08-11
scrantonar.gov,SCRANTON,AR,City,City of Scranton,not_found,,,2026-08-11
ceres.gov,Ceres,CA,City,City of Ceres,found,https://ceres.gov/Bids.aspx,civicplus,2026-08-11
winkelmanaz.gov,Winkelman,AZ,City,Town of Winkelman,not_found,,,2026-08-11
alisoviejo.gov,Aliso Viejo,CA,City,City of Aliso Viejo,not_found,,,2026-08-11
arcadiacapolice.gov,Arcadia,CA,City,City of Arcadia,not_found,,,2026-08-11
cityofcapitola.gov,CAPITOLA,CA,City,City of Capitola,found,https://cityofcapitola.gov/Bids.aspx,civicplus,2026-08-11
fredoniaaz.gov,FREDONIA,AZ,City,TOWN OF FREDONIA,not_found,,,2026-08-11
avenalfd.gov,Avenal,CA,City,Avenal Fire Department,not_found,,,2026-08-11
azusaca.gov,Azusa,CA,City,City of Azusa,not_found,,,2026-08-11
millvalleyrecreation.gov,City of Mill Valley,CA,City,City of Mill Valley - Mill Valley Community Center,found,https://millvalleyrecreation.gov/Bids.aspx,civicplus,2026-08-11
avenalpd.gov,Avenal,CA,City,City of Avenal Police Department,not_found,,,2026-08-11
beaumont-ca.gov,Beaumont,CA,City,"City of Beaumont, California",not_found,,,2026-08-11
millvalleylibrary.gov,City of Mill Valley,CA,City,City of Mill Valley - Mill Valley Public Library,found,https://millvalleylibrary.gov/Bids.aspx,civicplus,2026-08-11
sierravistaaz.gov,Sierra Vista,AZ,City,City of Sierra Vista,not_found,,,2026-08-11
phoenixcourt.gov,Phoenix,AZ,City,Phoenix Municipal Court - City of Phoenix,not_found,,,2026-08-11
baldwinparkca.gov,Baldwin Park,CA,City,City of Baldwin Park,not_found,,,2026-08-11
sulphurspringsar.gov,Sulphur Springs,AR,City,City Of Sulphur Springs,not_found,,,2026-08-11
showlowaz.gov,Show Low,AZ,City,City of Show Low,not_found,,,2026-08-11
springervilleaz.gov,Springerville,AZ,City,Town of Springerville,not_found,,,2026-08-11
breapolice.gov,Brea,CA,City,City of Brea,not_found,,,2026-08-11
burlingame.gov,Burlingame,CA,City,City of Burlingame,not_found,,,2026-08-11
forrestcitywater.gov,Forrest City,AR,City,Forrest City Water Utility,not_found,,,2026-08-11
flagstaffaz.gov,Flagstaff,AZ,City,City of Flagstaff,not_found,,,2026-08-11
coltonca.gov,Colton,CA,City,City of Colton,found,https://coltonca.gov/Bids.aspx,civicplus,2026-08-11
claytonca.gov,Clayton,CA,City,City of Clayton,found,https://claytonca.gov/Bids.aspx,civicplus,2026-08-11
breafire.gov,Brea,CA,City,City of Brea,not_found,,,2026-08-11
cityofbelvedere.gov,Belvedere,CA,City,City of Belvedere,not_found,,,2026-08-11
paysonaz.gov,Payson,AZ,City,Town of Payson,not_found,,,2026-08-11
stjohnsaz.gov,St. Johns,AZ,City,City of St. Johns,not_found,,,2026-08-11
camarillo.gov,Camarillo,CA,City,City of Camarillo,not_found,,,2026-08-11
santanvalley.gov,Florence,AZ,City,Town of San Tan Valley,not_found,,,2026-08-11
cotaticity.gov,COTATI,CA,City,City of Cotati,found,https://cotaticity.gov/Bids.aspx,civicplus,2026-08-11
cityofcudahyca.gov,Cudahy,CA,City,City of Cudahy,found,https://cityofcudahyca.gov/Bids.aspx,civicplus,2026-08-11
queencreekaz.gov,Queen Creek,AZ,City,Town of Queen Creek,not_found,,,2026-08-11
housingalamedaca.gov,Alameda,CA,City,Housing Authority of The City of Alameda,found,https://housingalamedaca.gov/rfp,agency,2026-08-11
surprisepubliclibrary.gov,Surprise,AZ,City,City of Surprise Library,not_found,,,2026-08-11
orovalleyaz.gov,Oro Valley,AZ,City,Town of Oro Valley,found,https://www.orovalleyaz.gov/Government/News/National-Procurement-Month,agency,2026-08-11
bigbearlakedwpca.gov,Big Bear Lake,CA,City,"The City of Big Bear Lake, Department of Water",found,https://bigbearlakedwpca.gov/rfp,agency,2026-08-11
applevalleyca.gov,Apple Valley,CA,City,Town of Apple Valley,not_found,,,2026-08-11
prescottvalley-az.gov,Prescott Valley,AZ,City,Town of Prescott Valley,found,https://prescottvalley-az.gov/departments/finance/vendor_information.php,custom,2026-08-11
chinopd.gov,Chino,CA,City,Chino Police Department,not_found,,,2026-08-11
californiacity-ca.gov,California City,CA,City,City of California City,not_found,,,2026-08-11
beaumontcabusiness.gov,Beaumont,CA,City,City of Beaumont,not_found,,,2026-08-11
chinohills.gov,Chino Hills,CA,City,City of Chino Hills,not_found,,,2026-08-11
cityofchino.gov,Chino,CA,City,City of Chino,not_found,,,2026-08-11
sedonaaz.gov,Sedona,AZ,City,City of Sedona,not_found,,,2026-08-11
colfax-ca.gov,Colfax,CA,City,City of Colfax,found,https://colfax-ca.gov/bids,agency,2026-08-11
bigbearlake.gov,Big Bear Lake,CA,City,City of Big Bear Lake,not_found,,,2026-08-11
